doc_id,filename,format,category,sensitivity_level,title,generated
custom_00347,custom_00347.docx,docx,财务文档,L3,2023年Q1财务报表,1
custom_00348,custom_00348.docx,docx,合同协议,L3,数据处理协议 - 京东,1
custom_00349,custom_00349.docx,docx,财务文档,L3,数据部门预算审批单,1
custom_00350,custom_00350.docx,docx,财务文档,L3,2023年Q1财务报表,1
custom_00351,custom_00351.docx,docx,财务文档,L3,2024年Q4财务报表,1
custom_00352,custom_00352.docx,docx,财务文档,L3,安全部门预算审批单,1
custom_00353,custom_00353.docx,docx,合同协议,L3,技术合作框架协议,1
custom_00354,custom_00354.docx,docx,财务文档,L3,2025年Q3财务报表,1
custom_00355,custom_00355.docx,docx,财务文档,L3,2024年Q2财务报表,1
custom_00356,custom_00356.docx,docx,财务文档,L3,2023年Q2财务报表,1
custom_00357,custom_00357.docx,docx,财务文档,L3,2024年Q4财务报表,1
custom_00358,custom_00358.docx,docx,合同协议,L3,技术合作框架协议,1
custom_00359,custom_00359.docx,docx,财务文档,L3,数据部门预算审批单,1
custom_00360,custom_00360.docx,docx,财务文档,L3,2025年Q2财务报表,1
custom_00361,custom_00361.docx,docx,合同协议,L3,保密协议 - 美团,1
custom_00362,custom_00362.docx,docx,财务文档,L3,采购合同：百度,1
custom_00363,custom_00363.docx,docx,财务文档,L3,费用报销审批：培训费用,1
custom_00364,custom_00364.docx,docx,合同协议,L3,保密协议 - 京东,1
custom_00365,custom_00365.docx,docx,财务文档,L3,费用报销审批：培训费用,1
custom_00366,custom_00366.docx,docx,财务文档,L3,财务部门预算审批单,1
custom_00367,custom_00367.docx,docx,财务文档,L3,技术部门预算审批单,1
custom_00368,custom_00368.docx,docx,财务文档,L3,财务部门预算审批单,1
custom_00369,custom_00369.docx,docx,财务文档,L3,采购合同：字节跳动,1
custom_00370,custom_00370.docx,docx,合同协议,L3,保密协议 - 阿里云,1
custom_00371,custom_00371.docx,docx,财务文档,L3,2024年Q4财务报表,1
custom_00372,custom_00372.docx,docx,财务文档,L3,采购合同：字节跳动,1
custom_00373,custom_00373.docx,docx,合同协议,L3,数据处理协议 - 腾讯,1
custom_00374,custom_00374.docx,docx,财务文档,L3,费用报销审批：咨询服务,1
custom_00375,custom_00375.docx,docx,合同协议,L3,保密协议 - 华为,1
custom_00376,custom_00376.docx,docx,合同协议,L3,保密协议 - 阿里云,1
custom_00377,custom_00377.docx,docx,合同协议,L3,数据处理协议 - 腾讯,1
custom_00378,custom_00378.docx,docx,财务文档,L3,2023年Q2财务报表,1
custom_00379,custom_00379.docx,docx,财务文档,L3,费用报销审批：云资源扩容,1
custom_00380,custom_00380.docx,docx,核心技术,L4,密钥管理方案,1
custom_00381,custom_00381.docx,docx,核心技术,L4,密钥管理方案,1
custom_00382,custom_00382.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-18021,1
custom_00383,custom_00383.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-16831,1
custom_00384,custom_00384.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00385,custom_00385.docx,docx,核心技术,L4,密钥管理方案,1
custom_00386,custom_00386.docx,docx,核心技术,L4,系统安全架构设计 v1.2,1
custom_00387,custom_00387.docx,docx,核心技术,L4,系统安全架构设计 v1.2,1
custom_00388,custom_00388.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00389,custom_00389.docx,docx,敏感人事,L4,裁员计划：产品部门,1
custom_00390,custom_00390.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00391,custom_00391.docx,docx,敏感人事,L4,裁员计划：人力部门,1
custom_00392,custom_00392.docx,docx,核心技术,L4,系统安全架构设计 v1.8,1
custom_00393,custom_00393.docx,docx,核心技术,L4,核心算法设计文档：索引算法,1
custom_00394,custom_00394.docx,docx,核心技术,L4,核心算法设计文档：加密方案,1
custom_00395,custom_00395.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00396,custom_00396.docx,docx,核心技术,L4,系统安全架构设计 v1.9,1
custom_00397,custom_00397.docx,docx,核心技术,L4,密钥管理方案,1
custom_00398,custom_00398.docx,docx,核心技术,L4,系统安全架构设计 v1.0,1
custom_00399,custom_00399.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00400,custom_00400.docx,docx,核心技术,L4,密钥管理方案,1
custom_00401,custom_00401.docx,docx,核心技术,L4,密钥管理方案,1
custom_00402,custom_00402.docx,docx,核心技术,L4,系统安全架构设计 v3.1,1
custom_00403,custom_00403.docx,docx,核心技术,L4,核心算法设计文档：推荐引擎,1
custom_00404,custom_00404.docx,docx,核心技术,L4,密钥管理方案,1
custom_00405,custom_00405.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-42620,1
custom_00406,custom_00406.docx,docx,核心技术,L4,系统安全架构设计 v2.4,1
custom_00407,custom_00407.docx,docx,敏感人事,L4,裁员计划：财务部门,1
custom_00408,custom_00408.docx,docx,核心技术,L4,系统安全架构设计 v1.6,1
custom_00409,custom_00409.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-92656,1
custom_00410,custom_00410.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-22306,1
custom_00411,custom_00411.docx,docx,核心技术,L4,系统安全架构设计 v3.8,1
custom_00412,custom_00412.docx,docx,敏感人事,L4,裁员计划：产品部门,1
custom_00413,custom_00413.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00414,custom_00414.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00415,custom_00415.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00416,custom_00416.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00417,custom_00417.docx,docx,核心技术,L4,系统安全架构设计 v1.0,1
custom_00418,custom_00418.docx,docx,敏感人事,L4,裁员计划：数据部门,1
custom_00419,custom_00419.docx,docx,敏感人事,L4,裁员计划：运维部门,1
custom_00420,custom_00420.docx,docx,核心技术,L4,系统安全架构设计 v2.8,1
custom_00421,custom_00421.docx,docx,核心技术,L4,密钥管理方案,1
custom_00422,custom_00422.docx,docx,敏感人事,L4,裁员计划：市场部门,1
custom_00423,custom_00423.docx,docx,敏感人事,L4,裁员计划：法务部门,1
custom_00424,custom_00424.docx,docx,敏感人事,L4,裁员计划：运维部门,1
custom_00425,custom_00425.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00426,custom_00426.docx,docx,核心技术,L4,密钥管理方案,1
custom_00427,custom_00427.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00428,custom_00428.docx,docx,核心技术,L4,系统安全架构设计 v2.8,1
custom_00429,custom_00429.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00430,custom_00430.docx,docx,敏感人事,L4,裁员计划：人力部门,1
custom_00431,custom_00431.docx,docx,敏感人事,L4,高管薪酬方案 - 2023,1
custom_00432,custom_00432.docx,docx,核心技术,L4,密钥管理方案,1
custom_00433,custom_00433.docx,docx,敏感人事,L4,裁员计划：产品部门,1
custom_00434,custom_00434.docx,docx,敏感人事,L4,裁员计划：产品部门,1
custom_00435,custom_00435.docx,docx,核心技术,L4,密钥管理方案,1
custom_00436,custom_00436.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-71150,1
custom_00437,custom_00437.docx,docx,核心技术,L4,系统安全架构设计 v1.6,1
custom_00438,custom_00438.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00439,custom_00439.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-85459,1
custom_00440,custom_00440.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00441,custom_00441.docx,docx,敏感人事,L4,高管薪酬方案 - 2023,1
custom_00442,custom_00442.docx,docx,核心技术,L4,系统安全架构设计 v2.0,1
custom_00443,custom_00443.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00444,custom_00444.docx,docx,敏感人事,L4,高管薪酬方案 - 2025,1
custom_00445,custom_00445.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00446,custom_00446.docx,docx,敏感人事,L4,裁员计划：市场部门,1
custom_00447,custom_00447.docx,docx,敏感人事,L4,裁员计划：运维部门,1
custom_00448,custom_00448.docx,docx,核心技术,L4,核心算法设计文档：特征召回链路,1
custom_00449,custom_00449.docx,docx,敏感人事,L4,裁员计划：运维部门,1
custom_00450,custom_00450.docx,docx,核心技术,L4,系统安全架构设计 v3.5,1
custom_00451,custom_00451.docx,docx,核心技术,L4,核心算法设计文档：风控模型,1
custom_00452,custom_00452.docx,docx,敏感人事,L4,裁员计划：市场部门,1
custom_00453,custom_00453.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-63433,1
custom_00454,custom_00454.docx,docx,核心技术,L4,核心算法设计文档：推荐引擎,1
custom_00455,custom_00455.docx,docx,核心技术,L4,系统安全架构设计 v2.8,1
custom_00456,custom_00456.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00457,custom_00457.docx,docx,敏感人事,L4,高管薪酬方案 - 2023,1
custom_00458,custom_00458.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00459,custom_00459.docx,docx,核心技术,L4,系统安全架构设计 v3.9,1
custom_00460,custom_00460.docx,docx,核心技术,L4,系统安全架构设计 v2.0,1
custom_00461,custom_00461.docx,docx,敏感人事,L4,裁员计划：产品部门,1
custom_00462,custom_00462.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-98696,1
custom_00463,custom_00463.docx,docx,敏感人事,L4,裁员计划：产品部门,1
custom_00464,custom_00464.docx,docx,敏感人事,L4,裁员计划：安全部门,1
custom_00465,custom_00465.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-29516,1
custom_00466,custom_00466.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-86564,1
custom_00467,custom_00467.docx,docx,敏感人事,L4,高管薪酬方案 - 2023,1
custom_00468,custom_00468.docx,docx,敏感人事,L4,裁员计划：法务部门,1
custom_00469,custom_00469.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00470,custom_00470.docx,docx,核心技术,L4,核心算法设计文档：风控模型,1
custom_00471,custom_00471.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00472,custom_00472.docx,docx,核心技术,L4,密钥管理方案,1
custom_00473,custom_00473.docx,docx,核心技术,L4,密钥管理方案,1
custom_00474,custom_00474.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00475,custom_00475.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00476,custom_00476.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00477,custom_00477.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-60763,1
custom_00478,custom_00478.docx,docx,敏感人事,L4,裁员计划：安全部门,1
custom_00479,custom_00479.docx,docx,敏感人事,L4,裁员计划：市场部门,1
custom_00480,custom_00480.docx,docx,敏感人事,L4,高管薪酬方案 - 2024,1
custom_00481,custom_00481.docx,docx,核心技术,L4,系统安全架构设计 v3.8,1
custom_00482,custom_00482.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00483,custom_00483.docx,docx,敏感人事,L4,裁员计划：财务部门,1
custom_00484,custom_00484.docx,docx,敏感人事,L4,高管薪酬方案 - 2025,1
custom_00485,custom_00485.docx,docx,核心技术,L4,漏洞分析报告：CVE-2024-59820,1
custom_00486,custom_00486.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00487,custom_00487.docx,docx,核心技术,L4,密钥管理方案,1
custom_00488,custom_00488.docx,docx,核心技术,L4,系统安全架构设计 v3.2,1
custom_00489,custom_00489.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00490,custom_00490.docx,docx,核心技术,L4,核心算法设计文档：加密方案,1
custom_00491,custom_00491.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00492,custom_00492.docx,docx,核心技术,L4,核心算法设计文档：加密方案,1
custom_00493,custom_00493.docx,docx,敏感人事,L4,裁员计划：技术部门,1
custom_00494,custom_00494.docx,docx,核心技术,L4,密钥管理方案,1
custom_00495,custom_00495.docx,docx,敏感人事,L4,组织架构调整方案（草案）,1
custom_00496,custom_00496.docx,docx,核心技术,L4,系统安全架构设计 v1.8,1
custom_00497,custom_00497.docx,docx,敏感人事,L4,裁员计划：运维部门,1
custom_00498,custom_00498.docx,docx,核心技术,L4,密钥管理方案,1
custom_00499,custom_00499.docx,docx,核心技术,L4,密钥管理方案,1
custom_00500,custom_00500.xlsx,xlsx,公开报告,L1,产品使用手册 v3.7,1
custom_00501,custom_00501.xlsx,xlsx,公开报告,L1,2025年度企业社会责任报告,1
custom_00502,custom_00502.xlsx,xlsx,公开报告,L1,技术白皮书：隐私合规实践,1
custom_00503,custom_00503.xlsx,xlsx,行政通知,L1,员工手册更新说明,1
custom_00504,custom_00504.xlsx,xlsx,行政通知,L1,关于3月考勤安排的通知,1
custom_00505,custom_00505.xlsx,xlsx,行政通知,L1,关于2月考勤安排的通知,1
custom_00506,custom_00506.xlsx,xlsx,公开报告,L1,2025年度企业社会责任报告,1
custom_00507,custom_00507.xlsx,xlsx,公开报告,L1,2025年度企业社会责任报告,1
custom_00508,custom_00508.xlsx,xlsx,行政通知,L1,安全部门培训计划,1
custom_00509,custom_00509.xlsx,xlsx,行政通知,L1,员工手册更新说明,1
custom_00510,custom_00510.xlsx,xlsx,行政通知,L1,办公区域管理规定,1
custom_00511,custom_00511.xlsx,xlsx,行政通知,L1,员工手册更新说明,1
custom_00512,custom_00512.xlsx,xlsx,行政通知,L1,数据部门培训计划,1
custom_00513,custom_00513.xlsx,xlsx,公开报告,L1,产品使用手册 v1.6,1
custom_00514,custom_00514.xlsx,xlsx,行政通知,L1,人力部门培训计划,1
custom_00515,custom_00515.xlsx,xlsx,公开报告,L1,技术白皮书：隐私合规实践,1
custom_00516,custom_00516.xlsx,xlsx,公开报告,L1,产品使用手册 v1.3,1
custom_00517,custom_00517.xlsx,xlsx,行政通知,L1,关于11月考勤安排的通知,1
custom_00518,custom_00518.xlsx,xlsx,公开报告,L1,2025年度企业社会责任报告,1
custom_00519,custom_00519.xlsx,xlsx,公开报告,L1,2025年度企业社会责任报告,1
custom_00520,custom_00520.xlsx,xlsx,公开报告,L1,2023年度企业社会责任报告,1
custom_00521,custom_00521.xlsx,xlsx,公开报告,L1,技术白皮书：产品服务能力,1
custom_00522,custom_00522.xlsx,xlsx,公开报告,L1,2025年度企业社会责任报告,1
custom_00523,custom_00523.xlsx,xlsx,公开报告,L1,技术白皮书：隐私合规实践,1
custom_00524,custom_00524.xlsx,xlsx,公开报告,L1,产品使用手册 v2.9,1
custom_00525,custom_00525.xlsx,xlsx,公开报告,L1,2023年度企业社会责任报告,1
custom_00526,custom_00526.xlsx,xlsx,公开报告,L1,技术白皮书：隐私合规实践,1
custom_00527,custom_00527.xlsx,xlsx,公开报告,L1,2023年度企业社会责任报告,1
custom_00528,custom_00528.xlsx,xlsx,行政通知,L1,办公区域管理规定,1
custom_00529,custom_00529.xlsx,xlsx,行政通知,L1,假期安排通知,1
custom_00530,custom_00530.xlsx,xlsx,行政通知,L1,数据部门培训计划,1
custom_00531,custom_00531.xlsx,xlsx,行政通知,L1,关于10月考勤安排的通知,1
custom_00532,custom_00532.xlsx,xlsx,行政通知,L1,假期安排通知,1
custom_00533,custom_00533.xlsx,xlsx,行政通知,L1,关于6月考勤安排的通知,1
custom_00534,custom_00534.xlsx,xlsx,行政通知,L1,假期安排通知,1
custom_00535,custom_00535.xlsx,xlsx,公开报告,L1,技术白皮书：客户成功体系,1
custom_00536,custom_00536.xlsx,xlsx,行政通知,L1,关于2月考勤安排的通知,1
custom_00537,custom_00537.xlsx,xlsx,行政通知,L1,员工手册更新说明,1
custom_00538,custom_00538.xlsx,xlsx,行政通知,L1,技术部门培训计划,1
custom_00539,custom_00539.xlsx,xlsx,公开报告,L1,产品使用手册 v1.1,1
custom_00540,custom_00540.xlsx,xlsx,行政通知,L1,员工手册更新说明,1
custom_00541,custom_00541.xlsx,xlsx,公开报告,L1,技术白皮书：数据安全治理,1
custom_00542,custom_00542.xlsx,xlsx,行政通知,L1,关于9月考勤安排的通知,1
custom_00543,custom_00543.xlsx,xlsx,公开报告,L1,2023年度企业社会责任报告,1
custom_00544,custom_00544.xlsx,xlsx,公开报告,L1,2024年度企业社会责任报告,1
custom_00545,custom_00545.xlsx,xlsx,行政通知,L1,员工手册更新说明,1
custom_00546,custom_00546.xlsx,xlsx,公开报告,L1,2025年度企业社会责任报告,1
custom_00547,custom_00547.xlsx,xlsx,行政通知,L1,数据部门培训计划,1
custom_00548,custom_00548.xlsx,xlsx,行政通知,L1,法务部门培训计划,1
custom_00549,custom_00549.xlsx,xlsx,行政通知,L1,关于4月考勤安排的通知,1
custom_00550,custom_00550.xlsx,xlsx,行政通知,L1,关于3月考勤安排的通知,1
custom_00551,custom_00551.xlsx,xlsx,行政通知,L1,办公区域管理规定,1
custom_00552,custom_00552.xlsx,xlsx,行政通知,L1,安全部门培训计划,1
custom_00553,custom_00553.xlsx,xlsx,公开报告,L1,产品使用手册 v2.3,1
custom_00554,custom_00554.xlsx,xlsx,行政通知,L1,办公区域管理规定,1
custom_00555,custom_00555.xlsx,xlsx,公开报告,L1,产品使用手册 v1.1,1
custom_00556,custom_00556.xlsx,xlsx,行政通知,L1,关于9月考勤安排的通知,1
custom_00557,custom_00557.xlsx,xlsx,公开报告,L1,2024年度企业社会责任报告,1
custom_00558,custom_00558.xlsx,xlsx,行政通知,L1,假期安排通知,1
custom_00559,custom_00559.xlsx,xlsx,行政通知,L1,假期安排通知,1
custom_00560,custom_00560.xlsx,xlsx,内部备忘,L2,关于Titan项目进度的备忘录,1
custom_00561,custom_00561.xlsx,xlsx,内部备忘,L2,会议纪要：需求收敛讨论会,1
custom_00562,custom_00562.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 日志平台,1
custom_00563,custom_00563.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 消息队列,1
custom_00564,custom_00564.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 消息队列,1
custom_00565,custom_00565.xlsx,xlsx,项目文档,L2,Phoenix需求规格说明书,1
custom_00566,custom_00566.xlsx,xlsx,内部备忘,L2,关于Apex项目进度的备忘录,1
custom_00567,custom_00567.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 数据层,1
custom_00568,custom_00568.xlsx,xlsx,内部备忘,L2,内部沟通：预算使用事项,1
custom_00569,custom_00569.xlsx,xlsx,内部备忘,L2,关于Titan项目进度的备忘录,1
custom_00570,custom_00570.xlsx,xlsx,项目文档,L2,Omega测试报告,1
custom_00571,custom_00571.xlsx,xlsx,内部备忘,L2,技术部门周报 - 第14周,1
custom_00572,custom_00572.xlsx,xlsx,内部备忘,L2,会议纪要：风险复盘讨论会,1
custom_00573,custom_00573.xlsx,xlsx,内部备忘,L2,会议纪要：资源协调讨论会,1
custom_00574,custom_00574.xlsx,xlsx,项目文档,L2,Nebula需求规格说明书,1
custom_00575,custom_00575.xlsx,xlsx,项目文档,L2,Titan测试报告,1
custom_00576,custom_00576.xlsx,xlsx,项目文档,L2,Atlas测试报告,1
custom_00577,custom_00577.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 认证模块,1
custom_00578,custom_00578.xlsx,xlsx,内部备忘,L2,市场部门周报 - 第14周,1
custom_00579,custom_00579.xlsx,xlsx,项目文档,L2,Apex需求规格说明书,1
custom_00580,custom_00580.xlsx,xlsx,内部备忘,L2,技术部门周报 - 第2周,1
custom_00581,custom_00581.xlsx,xlsx,项目文档,L2,Nebula需求规格说明书,1
custom_00582,custom_00582.xlsx,xlsx,内部备忘,L2,法务部门周报 - 第23周,1
custom_00583,custom_00583.xlsx,xlsx,内部备忘,L2,关于Nebula项目进度的备忘录,1
custom_00584,custom_00584.xlsx,xlsx,内部备忘,L2,会议纪要：资源协调讨论会,1
custom_00585,custom_00585.xlsx,xlsx,内部备忘,L2,内部沟通：风险复盘事项,1
custom_00586,custom_00586.xlsx,xlsx,内部备忘,L2,内部沟通：预算使用事项,1
custom_00587,custom_00587.xlsx,xlsx,项目文档,L2,Apex需求规格说明书,1
custom_00588,custom_00588.xlsx,xlsx,内部备忘,L2,关于Nova项目进度的备忘录,1
custom_00589,custom_00589.xlsx,xlsx,项目文档,L2,Nebula测试报告,1
custom_00590,custom_00590.xlsx,xlsx,项目文档,L2,系统架构设计文档 - API网关,1
custom_00591,custom_00591.xlsx,xlsx,内部备忘,L2,产品部门周报 - 第18周,1
custom_00592,custom_00592.xlsx,xlsx,内部备忘,L2,关于Omega项目进度的备忘录,1
custom_00593,custom_00593.xlsx,xlsx,项目文档,L2,Phoenix测试报告,1
custom_00594,custom_00594.xlsx,xlsx,内部备忘,L2,关于Nebula项目进度的备忘录,1
custom_00595,custom_00595.xlsx,xlsx,项目文档,L2,Nova测试报告,1
custom_00596,custom_00596.xlsx,xlsx,项目文档,L2,Apex需求规格说明书,1
custom_00597,custom_00597.xlsx,xlsx,项目文档,L2,Titan测试报告,1
custom_00598,custom_00598.xlsx,xlsx,内部备忘,L2,内部沟通：需求收敛事项,1
custom_00599,custom_00599.xlsx,xlsx,项目文档,L2,Atlas需求规格说明书,1
custom_00600,custom_00600.xlsx,xlsx,项目文档,L2,Titan需求规格说明书,1
custom_00601,custom_00601.xlsx,xlsx,项目文档,L2,Nebula需求规格说明书,1
custom_00602,custom_00602.xlsx,xlsx,内部备忘,L2,内部沟通：预算使用事项,1
custom_00603,custom_00603.xlsx,xlsx,项目文档,L2,系统架构设计文档 - API网关,1
custom_00604,custom_00604.xlsx,xlsx,内部备忘,L2,会议纪要：预算使用讨论会,1
custom_00605,custom_00605.xlsx,xlsx,项目文档,L2,Apex需求规格说明书,1
custom_00606,custom_00606.xlsx,xlsx,项目文档,L2,Omega测试报告,1
custom_00607,custom_00607.xlsx,xlsx,项目文档,L2,Atlas需求规格说明书,1
custom_00608,custom_00608.xlsx,xlsx,项目文档,L2,Atlas需求规格说明书,1
custom_00609,custom_00609.xlsx,xlsx,内部备忘,L2,数据部门周报 - 第23周,1
custom_00610,custom_00610.xlsx,xlsx,项目文档,L2,Atlas测试报告,1
custom_00611,custom_00611.xlsx,xlsx,内部备忘,L2,安全部门周报 - 第35周,1
custom_00612,custom_00612.xlsx,xlsx,内部备忘,L2,会议纪要：系统升级讨论会,1
custom_00613,custom_00613.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 日志平台,1
custom_00614,custom_00614.xlsx,xlsx,项目文档,L2,Nebula需求规格说明书,1
custom_00615,custom_00615.xlsx,xlsx,项目文档,L2,Apex测试报告,1
custom_00616,custom_00616.xlsx,xlsx,项目文档,L2,Phoenix测试报告,1
custom_00617,custom_00617.xlsx,xlsx,内部备忘,L2,关于Titan项目进度的备忘录,1
custom_00618,custom_00618.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 日志平台,1
custom_00619,custom_00619.xlsx,xlsx,项目文档,L2,Titan需求规格说明书,1
custom_00620,custom_00620.xlsx,xlsx,项目文档,L2,Phoenix需求规格说明书,1
custom_00621,custom_00621.xlsx,xlsx,内部备忘,L2,关于Apex项目进度的备忘录,1
custom_00622,custom_00622.xlsx,xlsx,内部备忘,L2,内部沟通：风险复盘事项,1
custom_00623,custom_00623.xlsx,xlsx,项目文档,L2,Atlas测试报告,1
custom_00624,custom_00624.xlsx,xlsx,内部备忘,L2,内部沟通：系统升级事项,1
custom_00625,custom_00625.xlsx,xlsx,项目文档,L2,Nova需求规格说明书,1
custom_00626,custom_00626.xlsx,xlsx,项目文档,L2,Nova需求规格说明书,1
custom_00627,custom_00627.xlsx,xlsx,项目文档,L2,Atlas测试报告,1
custom_00628,custom_00628.xlsx,xlsx,内部备忘,L2,内部沟通：风险复盘事项,1
custom_00629,custom_00629.xlsx,xlsx,项目文档,L2,Nova测试报告,1
custom_00630,custom_00630.xlsx,xlsx,内部备忘,L2,内部沟通：预算使用事项,1
custom_00631,custom_00631.xlsx,xlsx,项目文档,L2,Apex测试报告,1
custom_00632,custom_00632.xlsx,xlsx,项目文档,L2,Apex需求规格说明书,1
custom_00633,custom_00633.xlsx,xlsx,项目文档,L2,Atlas测试报告,1
custom_00634,custom_00634.xlsx,xlsx,内部备忘,L2,内部沟通：资源协调事项,1
custom_00635,custom_00635.xlsx,xlsx,项目文档,L2,Nebula需求规格说明书,1
custom_00636,custom_00636.xlsx,xlsx,项目文档,L2,系统架构设计文档 - API网关,1
custom_00637,custom_00637.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 日志平台,1
custom_00638,custom_00638.xlsx,xlsx,内部备忘,L2,会议纪要：预算使用讨论会,1
custom_00639,custom_00639.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 认证模块,1
custom_00640,custom_00640.xlsx,xlsx,内部备忘,L2,会议纪要：资源协调讨论会,1
custom_00641,custom_00641.xlsx,xlsx,内部备忘,L2,安全部门周报 - 第24周,1
custom_00642,custom_00642.xlsx,xlsx,内部备忘,L2,会议纪要：资源协调讨论会,1
custom_00643,custom_00643.xlsx,xlsx,项目文档,L2,系统架构设计文档 - API网关,1
custom_00644,custom_00644.xlsx,xlsx,项目文档,L2,Titan测试报告,1
custom_00645,custom_00645.xlsx,xlsx,项目文档,L2,Nebula测试报告,1
custom_00646,custom_00646.xlsx,xlsx,项目文档,L2,系统架构设计文档 - 日志平台,1
custom_00647,custom_00647.xlsx,xlsx,内部备忘,L2,关于Titan项目进度的备忘录,1
custom_00648,custom_00648.xlsx,xlsx,内部备忘,L2,关于Atlas项目进度的备忘录,1
custom_00649,custom_00649.xlsx,xlsx,内部备忘,L2,关于Atlas项目进度的备忘录,1
custom_00650,custom_00650.xlsx,xlsx,财务文档,L3,2023年Q3财务报表,1
custom_00651,custom_00651.xlsx,xlsx,合同协议,L3,技术合作框架协议,1
custom_00652,custom_00652.xlsx,xlsx,合同协议,L3,保密协议 - 美团,1
custom_00653,custom_00653.xlsx,xlsx,合同协议,L3,数据处理协议 - 华为,1
custom_00654,custom_00654.xlsx,xlsx,合同协议,L3,技术合作框架协议,1
custom_00655,custom_00655.xlsx,xlsx,财务文档,L3,采购合同：阿里云,1
custom_00656,custom_00656.xlsx,xlsx,合同协议,L3,技术合作框架协议,1
custom_00657,custom_00657.xlsx,xlsx,合同协议,L3,数据处理协议 - 阿里云,1
custom_00658,custom_00658.xlsx,xlsx,财务文档,L3,2023年Q3财务报表,1
custom_00659,custom_00659.xlsx,xlsx,财务文档,L3,2023年Q1财务报表,1
custom_00660,custom_00660.xlsx,xlsx,财务文档,L3,财务部门预算审批单,1
custom_00661,custom_00661.xlsx,xlsx,财务文档,L3,费用报销审批：云资源扩容,1
custom_00662,custom_00662.xlsx,xlsx,合同协议,L3,数据处理协议 - 腾讯,1
custom_00663,custom_00663.xlsx,xlsx,财务文档,L3,运维部门预算审批单,1
custom_00664,custom_00664.xlsx,xlsx,合同协议,L3,保密协议 - 字节跳动,1
custom_00665,custom_00665.xlsx,xlsx,财务文档,L3,采购合同：腾讯,1
custom_00666,custom_00666.xlsx,xlsx,合同协议,L3,数据处理协议 - 字节跳动,1
custom_00667,custom_00667.xlsx,xlsx,合同协议,L3,数据处理协议 - 百度,1
custom_00668,custom_00668.xlsx,xlsx,财务文档,L3,产品部门预算审批单,1
custom_00669,custom_00669.xlsx,xlsx,财务文档,L3,2025年Q3财务报表,1
custom_00670,custom_00670.xlsx,xlsx,合同协议,L3,数据处理协议 - 腾讯,1
custom_00671,custom_00671.xlsx,xlsx,合同协议,L3,数据处理协议 - 字节跳动,1
custom_00672,custom_00672.xlsx,xlsx,合同协议,L3,技术合作框架协议,1
